商品代码,说明,市场价值,员工数量,板块,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),aboveMa1,aboveMa2,maxChange
NSP,INSPERITY INC,3580918250.0,3600.0,商业服务,NYSE,个人服务,5.98984303,25.56939903,390.74131999,78.62597405,66,14,84
RRC,RANGE RESOURCES CORP,3559047450.0000005,533.0,能源矿产,NYSE,石油和天然气生产,1.88636222,,-36.81284427,2.02790933,100,12,177
CBT,CABOT CORP,3545861001.0,4500.0,加工制造业,NYSE,特种工业品,1.20274551,,-16.47465438,5.06810729,71,30,83
MTDR,MATADOR RESOURCES COMPANY,3539662420.0,288.0,能源矿产,NYSE,石油和天然气生产,1.08532565,,-39.29210945,2.61929651,51,6,377
BTVCY,BRITVIC PLC,3509430000.0,,非耐用消费品,OTC,饮料:非酒精饮料,2.19370912,30.52204176,23.54047823,7.22308091,68,56,55
JW.A,WILEY(JOHN)& SONS INC,3490267617.0,6900.0,消费者服务,NYSE,出版：书籍/杂志,1.06668064,,-4.52155361,3.69259339,48,22,110
CVLT,COMMVAULT SYSTEMS INC,3476358886.0,2671.0,科技服务,NASDAQ,套装软件,0.05808636,,-7.68148418,8.9098551,66,2,104
TRTN/PB,TRITON INTL LTD 8.00% CUM RED PERP PREF SHS SER B,3463590000.0,242.0,金融,NYSE,金融/租赁,2.54096401,5.42372881,14.88580676,0.93637969,-1,-1,-1
NSA,NATIONAL STORAGE AFFILIATES TRUST,3460300000.0,1684.0,金融,NYSE,房地产投资信托基金,1.23755327,68.99343211,6.25018363,4.29009271,85,77,75
OPCH,OPTION CARE HEALTH INC,3452678400.0,5146.0,健康服务,NASDAQ,医疗/护理服务,1.19839796,376.05633803,0.95024127,3.30833935,73,68,99
DAVA,ENDAVA PLC SPON ADS EACH REP 1 ORD SHS CL A,3446210000.0,6624.0,科技服务,NYSE,IT服务,0.16971614,130.79103324,13.86202795,18.9047463,-1,-1,-1
HLNE,HAMILTON LANE INC,3402791980.0,400.0,金融,NASDAQ,投资经理,0.49223283,38.336714,43.85192265,17.85466408,96,90,61
LXP,LEXINGTON REALTY TRUST,3387060000.0,55.0,金融,NYSE,房地产投资信托基金,0.68245911,16.92329033,11.23648718,1.80174858,84,85,34
EXLS,EXLSERVICE HLDGS INC,3375547353.0000005,31900.0,科技服务,NASDAQ,数据处理服务,0.4524438,34.94993742,14.32514621,4.69113104,75,77,73
JJSF,J & J SNACK FOODS CORP,3296654480.0,5100.0,非耐用消费品,NASDAQ,食品：特色/糖果,0.07027183,1951.47727273,0.21578695,4.01270007,55,67,48
MUR,MURPHY OIL CORP,3287176000.0,675.0,能源矿产,NYSE,石油和天然气生产,0.89968068,,-23.08107385,0.75444631,40,13,220
DNP,DNP SELECT INCOME FUND INC,3266240000.0,,其他,NYSE,投资信托/互惠基金,0.37809262,,-6.11430645,,28,75,14
FCFS,FIRSTCASH INC,3235831038.0,17000.0,金融,NASDAQ,金融/租赁,0.6278471,29.85838528,8.59534723,2.48021565,32,38,55
INMD,INMODE LTD,3221775888.0,311.0,健康科技,NASDAQ,医学专业,0.00672688,36.7329722,38.98645053,12.30830115,-1,-1,-1
NAVI,NAVIENT CORP,3215077830.0,5560.0,金融,NASDAQ,金融/租赁,29.72524662,3.66147354,37.28457335,1.31552651,57,67,193
ITCI,INTRA-CELLULAR THERAPIES INC,3188810394.0000005,383.0,健康科技,NASDAQ,生物科技,0.04608405,,-44.56846923,4.69406505,99,45,125
CIM,CHIMERA INVESTMENT CORPORATION,3167830000.0,41.0,金融,NYSE,房地产投资信托基金,3.62804718,6.74355828,18.125348,0.83827411,37,76,83
CIM/PC,CHIMERA INVESTMENT CORPORATION 7.75%FIX TO FLTG RATE CUM RED PREF SER C,3167830000.0,41.0,金融,NYSE,房地产投资信托基金,3.62804718,12.34355828,18.125348,1.53439547,-1,-1,-1
CIM/PD,CHIMERA INVESTMENT CORPORATION 8.00%CUM RED FIX TO FLTG RATE PFD SER D,3167830000.0,41.0,金融,NYSE,房地产投资信托基金,3.62804718,12.35828221,18.125348,1.53622577,-1,-1,-1
IHRT,IHEARTMEDIA INC,3147978369.28,10200.0,消费者服务,NASDAQ,广播,8.4760262,,-45.48810971,1.53060316,-1,-1,-1
RRR,RED ROCK RESORTS INC,3091379148.0,7600.0,消费者服务,NASDAQ,酒店/度假村/游轮,5.92497373,,-20.27347428,8.58338754,74,25,344
EXG,EATON VANCE TAX-MNGD GBL DIV EQ INC,3046800000.0,,其他,NYSE,投资信托/互惠基金,0.0,,-6.32885966,,83,66,55
NUS,NU SKIN ENTERPRISES INC,3017050267.0,26000.0,非耐用消费品,NYSE,家庭/个人护理,0.56956031,14.20057689,26.20319001,3.39059842,99,2,77
ZNH,CHINA SOUTHERN AIRLINES COMPANY LTD ADS EACH REPR 50 ORD SHS H CNY1,3015690000.0,,运输,NYSE,航空公司,2.01071033,,-15.90058405,,70,6,78
SJI,SOUTH JERSEY INDUSTRIES INC,2963417560.0,1111.0,公用事业,NYSE,燃气经销商,1.93747913,14.29673296,11.43383273,1.57167282,-1,-2,-1
DDS,DILLARDS INC,2896692350.57,29000.0,零售行业,NYSE,百货公司,0.39923262,11.37971698,16.93762938,1.97555512,63,40,532
PEB/PF,PEBBLEBROOK HOTEL TRUST 6.3%CUM RED PREF SHS BEN INT SER F USD25,2852370000.0,53.0,金融,NYSE,房地产投资信托基金,0.89058366,,-16.74811161,1.02150104,-1,-1,-1
SWN,SOUTHWESTERN ENERGY CO,2846765250.0,900.0,能源矿产,NYSE,石油和天然气生产,5.4112628,,-129.86445125,6.9887366,99,14,139
OI,O-I GLASS INC,2818729200.0,25000.0,加工制造业,NYSE,容器/包装,20.41221374,29.15921288,145.32374101,9.50195551,84,0,138
CIG,CIA ENERGETICA MINAS GERAIS-CEMIG SPON ADR REPR 1 N-VTG PRF SHS(LEVEL 2),2794160000.0,5254.0,公用事业,NYSE,发电厂,0.83148804,6.48366013,19.8978384,1.24795572,46,40,62
CNK,CINEMARK HOLDINGS INC,2776937430.0,18000.0,消费者服务,NYSE,电影/娱乐,7.51329528,,-85.81122879,3.43852563,43,14,228
NVMI,NOVA MEASURING INSTRUMENTS,2773673362.0,713.0,电子科技,NASDAQ,电子生产设备,0.54904068,52.94848927,14.98422011,7.4291309,100,90,113
MLHR,HERMAN MILLER INC,2772560368.0,7600.0,制造业,NASDAQ,办公设备/用品,0.58029037,,-0.92477325,4.19050858,66,63,130
FOCS,FOCUS FINANCIAL PARTNERS INC,2759046888.0,3600.0,金融,NASDAQ,投资经理,2.1363669,345.2045134,1.40450436,4.63916842,-1,-1,-1
AMRC,AMERESCO INC,2746042624.0,1141.0,工业服务,NYSE,工程建设,0.57377084,43.23396416,11.12596039,5.05229907,100,63,236
MD,MEDNAX INC,2742790336.0,7917.0,健康服务,NYSE,医疗/护理服务,1.37586752,,1.31197722,3.6150152,55,14,151
CCS,CENTURY COMMUNITIES,2739213691.0,1403.0,耐用消费品,NYSE,住宅设计,0.87279934,9.29942568,22.92246985,2.0197275,100,80,186
UFS,DOMTAR CORPORATION,2717216095.0,6600.0,加工制造业,NYSE,纸浆&纸,0.41798183,,-4.49438202,1.32149402,56,0,187
FSK,FS KKR CAPITAL CORP,2683073440.0,,金融,NYSE,投资经理,1.1145607,5.37821822,15.90654505,0.86341357,54,53,81
CDE,COEUR MINING INC,2656959920.0,1959.0,非能源矿业,NYSE,贵金属,0.62333832,63.70918053,5.73246932,3.63440807,92,64,153
WW,WW INTERNATIONAL INC,2639001976.0,10000.0,消费者服务,NASDAQ,其他消费者服务,-2.85321477,42.06881144,,,46,48,109
AZUL,AZUL SA SPON ADR EACH REP 3 PFD SHS,2628130000.0,,运输,NYSE,航空公司,-1.29628514,,,,51,72,175
ETWO,E2OPEN PARENT HOLDINGS INC,2581066163.0,2436.0,金融,NYSE,金融集团,0.20934399,,,1.21541057,-1,-1,-1
SWCH,SWITCH INC,2533437450.0,759.0,科技服务,NYSE,IT服务,1.74619824,80.46218487,11.25612683,8.55304001,60,93,41
SKY,SKYLINE CHAMPION CORPORATION,2479650000.0,,耐用消费品,NYSE,住宅设计,0.06916855,29.46957458,16.27152837,,77,72,144
PBH,PRESTIGE CONSUMER HEALTHCARE INC,2477577076.0,505.0,健康科技,NYSE,药品：其他,1.11508741,15.13315702,13.02210243,1.80823388,50,78,54
MDRX,ALLSCRIPTS HEALTHCARE SOLUTIONS INC,2467564200.0,8400.0,科技服务,NASDAQ,IT服务,0.16663073,,-4.32606342,1.39333668,78,20,203
LBRT,LIBERTY OILFIELD SERVICES INC,2463405000.0,1946.0,工业服务,NYSE,油田服务/设备,0.15917229,,-17.21757145,1.96164026,72,0,194
CSTM,CONSTELLIUM SE (FRANCE),2463348800.0,12000.0,商业服务,NYSE,杂项商业服务,387.5,36.50522722,,,57,71,150
EPC,EDGEWELL PERSONAL CARE CO,2448854930.0,5800.0,非耐用消费品,NYSE,家庭/个人护理,0.89577215,42.66072445,4.1118304,1.70663676,70,10,75
DRNA,DICERNA PHARMACEUTICALS INC.,2441578175.0,302.0,健康科技,NASDAQ,药品:专业,0.40851555,,-79.01153429,16.69636376,78,92,85
OMI,OWENS & MINOR INC,2434790000.0,18800.0,配送服务,NYSE,医疗分销商,1.41417036,20.88974855,27.70200208,3.34313574,100,61,534
NMRK,NEWMARK GROUP INC,2422064278.44,5800.0,金融,NASDAQ,房地产开发,1.9998688,32.35972329,16.09749852,3.51803725,51,52,235
PRFT,PERFICIENT INC,2407459379.9999995,4277.0,商业服务,NASDAQ,个人服务,0.56257684,68.81932694,8.78723528,5.95857727,82,77,122
NUV,NUVEEN MUN VALUE FUND,2407360000.0,,其他,NYSE,投资信托/互惠基金,0.01430495,,1.12409312,,94,77,20
HOME,AT HOME GROUP INC,2402607959.9999995,7692.0,零售行业,NYSE,专业商店,3.53833857,,-27.40354567,4.9179642,97,0,647
KPLUY,K PLUS S AG,2394030000.0,14732.0,非能源矿业,OTC,其他金属/矿物,1.27912704,,-55.54362427,0.84663389,52,0,113
NZF,NUVEEN MUNICIPAL CREDIT INCOME FUND,2386300000.0,,其他,NYSE,投资信托/互惠基金,0.65850576,,-3.43577478,,75,77,22
IDCC,INTERDIGITAL INC,2382991424.0,514.0,电子科技,NASDAQ,电信设备,0.57249721,44.5166481,6.86207243,2.86615384,99,8,50
OR,OSISKO GOLD ROYALTIES LTD,2382941570.0,124.0,非能源矿业,NYSE,贵金属,0.22054785,72.88605531,2.55694073,1.75167384,90,37,62
BDN,BRANDYWINE REALTY TRUST / OPER PTNR,2374940000.0,341.0,金融,NYSE,房地产投资信托基金,1.05679437,7.86154629,18.06813089,1.32150256,50,57,69
GDV,GABELLI DIVIDEND & INCOME TRUST,2373850000.0,,其他,NYSE,投资信托/互惠基金,0.0,12.7930211,7.67821214,1.04920261,78,67,61
PGRE,PARAMOUNT GROUP INC,2364670000.0,323.0,金融,NYSE,房地产投资信托基金,0.85841584,,-0.69816157,0.64689639,52,27,95
CGMLF,CHALICE MINING LTD.,2342957600.0,,非能源矿业,OTC,贵金属,0.00232323,,-26.17125718,51.73987898,100,96,1029
TIGR,UP FINTECH HOLDING LIMITED SPON ADS EACH REP 15 ORD SHS CL A,2342890000.0,785.0,金融,NASDAQ,投资银行/经纪商,0.03057992,172.05240175,7.37062462,11.82196245,-1,-1,-1
IBA,INDUSTRIAS BACHOCO SAB DE CV ADS EACH REPR 12 SHARES B,2323500000.0,,加工制造业,NYSE,农副产品,0.06926663,13.29689825,8.54711149,1.06776579,53,64,40
MAC,MACERICH CO,2315330000.0,670.0,金融,NYSE,房地产投资信托基金,2.10353034,,-0.32113195,0.9926981,46,0,250
PIPR,PIPER SANDLER COMPANIES,2311339968.0,1511.0,金融,NYSE,投资银行/经纪商,0.27075561,19.04834668,12.94034758,2.07049379,81,65,141
VSTO,VISTA OUTDOOR INC,2307526164.0,5900.0,耐用消费品,NYSE,娱乐产品,0.79102493,8.42715567,45.10581584,2.97971174,100,28,307
XPEL,XPEL INC,2264233200.0,330.0,耐用消费品,NASDAQ,汽车售后,0.20297235,94.24680052,49.50935783,41.5201109,-1,-1,-1
RLGY,REALOGY HLDGS CORP,2262118320.0,9435.0,金融,NYSE,房地产开发,2.16138008,10.31715066,12.96350365,1.21220059,96,22,210
EBR.B,CENTRAIS ELETR BRAS SA - ELETROBRAS ADR-EACH REPR 1 PRF B SHS NPV,2257580000.0,12527.0,公用事业,NYSE,发电厂,0.72074977,10.69704205,8.29627661,0.98976302,38,51,69
PQG,PQ GROUP HOLDINGS INC,2240076640.0,2274.0,加工制造业,NYSE,化学品：特种,1.20786391,,-11.09663403,1.70781614,52,42,100
NAC,NUVEEN CALIFORNIA QUALITY MUNICIPAL,2236160000.0,,其他,NYSE,投资信托/互惠基金,0.5595336,,-0.99922066,0.97109713,96,78,13
UE,URBAN EDGE PROPERTIES,2210620000.0,106.0,金融,NYSE,房地产投资信托基金,1.65603623,34.20862007,6.75653023,2.32291036,53,45,120
GTN,GRAY TELEVISION INC,2205397030.4,7017.0,消费者服务,NYSE,广播,1.66460396,6.29173016,17.30769231,1.23315744,56,30,93
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,2176240176.0,4061.0,运输,NASDAQ,空运/快递,1.14557384,4.86450216,20.25006962,0.89090502,100,10,92
CRVL,CORVEL CORP,2142212893.0,3824.0,金融,NASDAQ,保险经纪/服务,0.45708595,49.40290976,21.47317465,11.12837076,88,72,89
USNA,USANA HEALTH SCIENCES INC,2130924510.0,1943.0,非耐用消费品,NYSE,家庭/个人护理,0.0,17.10558741,35.74005566,4.95975558,86,17,54
RVNC,REVANCE THERAPEUTICS INC,2125853768.0,470.0,健康科技,NASDAQ,药品：其他,1.27070957,,-105.60383047,5.19177596,99,54,66
HSKA,HESKA CORP,2123969126.0,602.0,健康科技,NASDAQ,医学专业,0.21185685,,-2.08072584,6.59258386,100,38,152
PAGP,PLAINS GP HOLDINGS LP,2115668200.0,4400.0,工业服务,NASDAQ,石油和天然气管道,0.86050961,24.8561565,5.5704698,1.43152727,41,18,122
TLND,TALEND SA SPON ADS EACH REP 1 ORD SHS,2112320000.0000005,1397.0,科技服务,NASDAQ,套装软件,27.99514943,,-441.88170361,237.92053417,96,3,94
NTCT,NETSCOUT SYSTEMS INC,2101818456.0,2421.0,科技服务,NASDAQ,IT服务,0.21120024,109.82704403,0.98141389,1.02734148,64,28,57
CNR,CORNERSTONE BUILDING BRANDS INC,2086752800.0000005,20230.0,制造业,NYSE,建筑产品,8.40965417,38.14478636,14.07387637,4.89050991,84,31,266
ETY,EATON VANCE T/M DIVERSIFIED EQUITY,2078520000.0,,其他,NYSE,投资信托/互惠基金,0.00122152,,-1.70643396,,87,74,44
DOMO,DOMO INC,2062909475.26,756.0,科技服务,NASDAQ,套装软件,-1.25777927,,,,-1,-1,-1
EVT,EATON VANCE TAX ADVANTAGED DIVID IN,2047370000.0,,其他,NYSE,投资信托/互惠基金,0.30656971,,-11.37556058,,55,74,60
RQI,COHEN & STEERS QUALITY INC RLTY FD,2043580000.0,,其他,NYSE,投资信托/互惠基金,0.35929654,,-4.59127179,1.15683509,56,73,59
SAVA,CASSAVA SCIENCES INC,2036442830.0,11.0,健康科技,NASDAQ,药品：其他,0.00105624,,-5.692457,18.25728361,72,87,4211
MAG,MAG SILVER CORP,1975515116.9999995,8.0,非能源矿业,NYSE ARCA,贵金属,0.00148361,2549.08703883,0.27928076,6.25465271,96,73,91
EURN,EURONAV,1974430243.72,3720.0,运输,NYSE,海运,0.64177438,11.03387667,7.92990561,0.85494289,56,72,35
HNI,HNI CORP,1969008525.0,7700.0,制造业,NYSE,办公设备/用品,0.41488213,23.91072191,13.83182976,3.25516716,77,36,84
IRWD,IRONWOOD PHARMACEUTICALS INC,1941984330.0,232.0,健康科技,NASDAQ,药品：其他,4.16621896,13.45676225,739.00349424,30.56410256,40,38,38
GAB,GABELLI EQUITY TRUST INC,1937110000.0,,其他,NYSE,投资信托/互惠基金,0.0,12.73008773,8.66879122,1.26261765,83,74,65
AMEH,APOLLO MEDICAL HOLDINGS INC,1936433807.0,630.0,健康服务,NASDAQ,医疗产业服务,0.55449978,29.07402675,17.19791054,4.35870355,92,33,139
DKL,DELEK LOGISTICS PARTNERS LP,1933226850.0,,工业服务,NYSE,石油和天然气管道,-9.05084837,10.40864813,,,93,71,118
KEN,KENON HLDGS LTD,1932643316.9999995,124.0,公用事业,NYSE,发电厂,0.73419211,3.78593977,58.8850267,1.79263686,98,79,181
BDJ,BLACKROCK ENHANCED EQT DIV TRUST,1924180000.0,,其他,NYSE,投资信托/互惠基金,3.811e-05,,-1.04156162,1.09733207,54,73,55
MFA/PB,MFA FINANCIAL INC 7.5% CUM RED PFD SER B USD25,1915160000.0,57.0,金融,NYSE,房地产投资信托基金,1.571819,41.15813648,12.60673165,4.48920729,-1,-1,-1
MNR,MONMOUTH REAL ESTATE INVT CORP,1883460000.0,14.0,金融,NYSE,房地产投资信托基金,0.82846932,25.23044509,9.77098226,3.321568,97,50,55
PMT/PA,PENNYMAC MORTGAGE INVESTMENT TRUST 8.125% FXD FLTNG CUM RED PFD SBI SR A,1872580000.0,1.0,金融,NYSE,房地产投资信托基金,4.09532981,3.8379469,34.31901028,1.29558878,-1,-1,-1
CEQP/P,CRESTWOOD EQUITY PARTNERS LP 9.25%PFD UNITS REP LTD PARTNER INTERESTS,1855440000.0,731.0,工业服务,NYSE,石油和天然气管道,1.54664629,,-4.60201015,0.64998639,-1,-1,-1
ARGO/PA,ARGO GROUP INTL HLDGS LTD 7% DEP SH REP 1/1000TH PDF SHS SER A,1835500000.0,1448.0,金融,NYSE,多元化保险,0.32180121,,-1.34767771,0.5635915,-1,-1,-1
GNL/PB,GLOBAL NET LEASE INC 6.875% CUM RED PER PFD SHS SER B USD25.0,1825830000.0,1.0,金融,NYSE,房地产投资信托基金,1.40041245,,0.29922827,1.57368145,-1,-1,-1
ESTA,ESTABLISHMENT LABS HLDGS INC,1818512406.0,521.0,健康科技,NASDAQ,医学专业,0.7312649,,-33.53841997,24.5056362,-1,-1,-1
CLB,CORE LABORATORIES NV,1807330986.0,3700.0,工业服务,NYSE,油田服务/设备,1.91143886,91.7088455,18.60597302,23.7158831,50,0,194
FOE,FERRO CORP,1784689200.0,5615.0,加工制造业,NYSE,特种工业品,0.7700438,39.76370685,7.47153328,4.12797884,86,8,99
TY,TRI CONTL CORP,1776130000.0,,其他,NYSE,投资信托/互惠基金,0.0,8.96276036,11.36136206,1.02470661,90,74,46
PRCH,PORCH GROUP INC,1771983738.0000002,1000.0,科技服务,NASDAQ,互联网软件/服务,0.30927059,,-39.22669684,14.04720958,-1,-1,-1
GPRO,GOPRO INC.,1758982377.62,758.0,耐用消费品,NASDAQ,电子/电器,1.3288867,,-6.90183536,7.70215534,95,2,261
CIG.C,CIA ENERGETICA MINAS GERAIS-CEMIG ADR EACH REPR 1 COM BRL5.00,1749050000.0,5254.0,公用事业,NYSE,发电厂,0.83148804,8.07843137,19.8978384,1.55491257,50,36,121
LMNX,LUMINEX CORP(DEL),1741554720.0,1325.0,健康科技,NASDAQ,生物科技,0.56327772,73.39339339,4.86706159,3.23486953,59,45,94
IRT,INDEPENDENCE REALTY TRUST INC,1715070000.0,444.0,金融,NYSE,房地产投资信托基金,1.32916164,99.58481613,2.43256513,2.41403852,62,76,68
HRVSF,HARVEST HEALTH & RECREATION INC.,1711026368.8100002,1077.0,加工制造业,OTC,农副产品,1.01263123,,-15.99179524,4.48495955,-1,-1,-1
EVRI,EVERI HOLDINGS INC,1708685580.0,1300.0,消费者服务,NYSE,博彩,65.62103582,,-154.14101259,,66,64,324
NYMTM,NEW YORK MORTGAGE TRUST INC 7.875% CUM RED PFD SERIES E USD25,1687760000.0,56.0,金融,NASDAQ,房地产投资信托基金,0.97410159,31.6696225,16.33713765,5.25686073,-1,-1,-1
FRO,FRONTLINE LTD,1682358920.0,84.0,运输,NYSE,海运,1.3657683,4.15668997,26.44925482,1.0644808,30,78,64
WIRE,ENCORE WIRE CORP,1678996717.0,1289.0,制造业,NASDAQ,金属加工,0.0,16.91956717,11.90991743,1.98369902,62,65,81
SAND,SANDSTORM GOLD LIMITED,1644030260.0,,非能源矿业,NYSE,贵金属,0.00444718,54.46991577,5.06821575,2.59769585,-1,-2,-1
CASH,META FINANCIAL GROUP,1631058468.0,1015.0,金融,NASDAQ,大银行,0.15975663,13.88634153,14.34907715,2.03508806,58,76,210
MTRN,MATERION CORP,1585169348.0,3072.0,非能源矿业,NYSE,其他金属/矿物,0.1912462,41.56998807,6.04334186,2.37748569,86,59,58
ETG,EATON VANCE TAX ADVANTAGED GLOBAL D,1566440000.0,,其他,NYSE,投资信托/互惠基金,0.33275871,,-11.71269608,,81,74,57
KNTNF,K92 MINING INC,1556680580.0,,非能源矿业,OTC,贵金属,0.01204516,38.19421598,24.98092635,8.68334439,100,98,170
MGPI,MGP INGREDIENTS INC NEW,1540514162.0000002,360.0,加工制造业,NASDAQ,农副产品,0.1524859,25.01206071,17.73628802,4.34298498,72,0,116
PTGX,PROTAGONIST THERAPEUTICS INC,1534126931.9999998,79.0,健康科技,NASDAQ,生物科技,0.02164776,,-43.52049689,5.45085314,100,50,132
CAMT,CAMTEK,1532681940.0,356.0,电子科技,NASDAQ,电子元器件,0.0,45.66096829,16.94344592,6.66238883,100,79,196
MMI,MARCUS & MILLICHAP INC,1521544341.0,764.0,金融,NYSE,房地产开发,0.13592169,33.77980177,8.36255153,2.7258205,59,34,53
FPF,FIRST TR INTER DURATION PFD & INCOM,1511860000.0,,其他,NYSE,投资信托/互惠基金,0.34724002,,-4.74877594,,86,76,30
BPMP,BP MIDSTREAM PARTNERS LP,1487041050.0,,工业服务,NYSE,石油和天然气管道,1.81504459,8.28520919,142.88186932,12.24589336,45,26,64
MSEX,MIDDLESEX WATER CO,1483749865.0,348.0,公用事业,NASDAQ,供水,0.85029293,39.65767198,11.07087429,4.27982808,92,84,44
BUSE,FIRST BUSEY CORP,1425403304.0,1346.0,金融,NASDAQ,地区银行,0.41118024,11.57179877,9.88931738,1.10944623,55,37,79
PLCE,CHILDREN'S PLACE INC,1425192390.0,13300.0,零售行业,NASDAQ,零售服装/鞋类,4.10956561,73.93785669,15.71723377,14.56885376,52,0,413
ECPG,ENCORE CAPITAL GROUP INC,1419628644.0,7725.0,金融,NASDAQ,金融/租赁,2.4647853,4.42645263,29.09092912,1.13861703,74,76,63
RDNT,RADNET INC,1417103000.0,8327.0,健康服务,NASDAQ,医疗/护理服务,4.33507489,129.87654321,7.13280669,8.19429515,66,75,93
INVA,INNOVIVA INC,1415655680.0,5.0,健康科技,NASDAQ,药品：其他,0.55653592,5.70069166,49.91854076,2.43004695,-1,-2,-1
MYRG,MYR GRP INC,1410144500.0,7200.0,工业服务,NASDAQ,工程建设,0.11427004,20.07983638,16.69941538,3.17659308,93,33,203
BTZ,BLACKROCK CREDIT ALLOCATION INCOME,1400320000.0,,其他,NYSE,投资信托/互惠基金,0.41832978,8.60820595,10.77482213,0.95379385,100,87,21
AVID,AVID TECHNOLOGY INC,1396482240.0,1362.0,科技服务,NASDAQ,套装软件,-1.61476214,63.29301931,,,92,52,350
GOL,GOL LINHAS AEREAS INTELIGENTES SA SPON ADS EACH REP 2 PFD SHS,1396270000.0,13899.0,运输,NYSE,航空公司,-1.15696219,,,,48,70,100
GOGO,GOGO INC,1386566500.0,349.0,通讯,NASDAQ,无线通讯设备,-1.91491093,,,,76,45,594
ENVA,ENOVA INTERNATIONAL INC,1381860160.0,1549.0,金融,NYSE,金融/租赁,0.93535851,2.74908085,62.13321507,1.41087163,58,25,200
OPI,OFFICE PROPERTIES INCOME TRUST,1381420000.0,,金融,NASDAQ,房地产投资信托基金,1.36613987,40.8895881,2.02786036,0.85835029,39,50,70
BCEI,BONANZA CREEK ENERGY INC,1373260480.0,109.0,能源矿产,NYSE,成品油,0.02707306,36.21431029,2.40967943,0.83954854,85,11,210
HIBB,HIBBETT SPORTS INC,1371581484.0,10700.0,零售行业,NASDAQ,专业商店,0.63498246,17.78885155,20.62890007,3.23434482,98,52,351
HA,HAWAIIAN HOLDINGS INC,1357407232.0,5278.0,运输,NASDAQ,航空公司,4.42745285,,-55.61870594,2.10579684,54,30,150
RGR,STURM RUGER & CO INC,1352003004.0,1870.0,耐用消费品,NYSE,娱乐产品,0.00715821,11.71931365,38.63284774,4.9387808,99,32,39
BHLB,BERKSHIRE HILLS BANCORP INC,1351764480.0,1505.0,金融,NYSE,地区银行,0.4428625,,-33.12729925,1.11999671,53,32,216
KFRC,KFORCE.COM INC,1348204648.0,13900.0,商业服务,NASDAQ,个人服务,0.66966307,21.0334607,36.47513293,7.25811917,76,50,143
RDWR,RADWARE LTD,1345569830.0,1122.0,电子科技,NASDAQ,计算机通讯,0.07703632,123.5117773,2.91758559,3.44384115,91,33,35
TGP/PB,TEEKAY LNG PARTNERS LP 8.5% CUM RED PERP PFD UNTS FXD FLT SER B,1324270000.0,,运输,NYSE,海运,1.50288543,13.02195954,12.22043393,1.7306264,-1,-1,-1
KNL,KNOLL INC,1302329501.0,3082.0,制造业,NYSE,办公设备/用品,0.80659596,,-1.01280906,2.85910106,46,71,147
STNG,SCORPIO TANKERS INC,1298721375.0,25.0,运输,NYSE,海运,1.56971618,,-0.73876707,0.60771246,31,64,163
TEN,TENNECO INC,1296079140.12,73000.0,制造业,NYSE,汽车零件：OEM,17.68581081,,-428.47222222,,64,0,143
NXRT,NEXPOINT RESIDENTIAL TRUST INC,1292040000.0,3.0,金融,NYSE,房地产投资信托基金,3.15202826,142.99221357,-8.49467428,3.15343658,81,76,62
ABML,AMERICAN BATTERY METALS CORPORATION,1287933240.0,,非能源矿业,OTC,其他金属/矿物,0.03063477,,-2155.01825157,,98,12,7024
JWS.U,JAWS ACQUISITION CORP UNIT SHS 1 CL A & 1/3 WT EX,1285990000.0,2.0,金融,NYSE,金融集团,0.0,,-16.89382041,2.23781807,-1,-1,-1
HGEN,HUMANIGEN INC,1280343779.0,10.0,健康科技,NASDAQ,生物科技,1.43593961,,-41589.91825613,22.67059624,90,40,257
RFP,RESOLUTE FST PRODS INC,1279693998.0,7100.0,加工制造业,NYSE,纸浆&纸,0.45661331,13.58216693,8.10587262,1.17500118,81,0,782
TVTY,TIVITY HEALTH INC,1267477811.0,350.0,健康服务,NASDAQ,医疗/护理服务,16.10154643,,121.96705827,344.58735263,73,25,167
CMRE/PB,COSTAMARE INC 7.625% PERP PFD SER B,1257100000.0,1804.0,运输,NYSE,海运,1.17515606,,0.64336623,2.30497873,-1,-1,-1
LOVE,LOVESAC COMPANY,1250398680.0,785.0,零售行业,NASDAQ,专业商店,0.0,88.24066674,14.86831556,10.74830689,-1,-1,-1
AGYS,AGILYSYS INC,1250192664.0,1350.0,科技服务,NASDAQ,套装软件,0.11818615,,-22.44991769,15.21336588,80,76,275
AGRO,ADECOAGRO S A,1246461540.0,8716.0,加工制造业,NYSE,农副产品,1.19585598,16.66401654,8.31073223,1.32888343,52,28,156
JWS,JAWS ACQUISITION CORP,1233375000.0,2.0,金融,NYSE,金融集团,0.0,,-16.89382041,2.04270315,-1,-1,-1
CTS,CTS CORP,1228268747.9999998,3786.0,电子科技,NYSE,计算机处理硬件,0.176218,28.34573902,10.28994865,2.84309931,64,31,111
HMHC,HOUGHTON MIFFLIN LLC,1228232400.0,2600.0,消费者服务,NASDAQ,其他消费者服务,16.11010994,,-134.30831143,13.06652937,49,3,562
TELL,TELLURIAN INC,1225480790.0,102.0,能源矿产,NASDAQ,成品油,0.16517322,,-119.88860143,9.03418692,36,6,470
